Views,Likes,Shares,Comments,Month,DayOfWeek,Is_Weekend,Likes_Per_View,Shares_Per_View,Comments_Per_View,Engagement_Rate,Platform_TikTok,Platform_Twitter,Platform_YouTube,Hashtag_#Comedy,Hashtag_#Dance,Hashtag_#Education,Hashtag_#Fashion,Hashtag_#Fitness,Hashtag_#Gaming,Hashtag_#Music,Hashtag_#Tech,Hashtag_#Viral,Content_Type_Post,Content_Type_Reel,Content_Type_Shorts,Content_Type_Tweet,Content_Type_Video,Region_Brazil,Region_Canada,Region_Germany,Region_India,Region_Japan,Region_UK,Region_USA,Engagement_Level_Encoded
4357851,449803,63438,28280,1,4,0,0.10321670015794482,0.014557175084691973,0.006489437110171963,12.426331235280875,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
731492,474649,98377,3654,7,2,0,0.648877909806259,0.13448814204393214,0.004995269941434766,78.83613217916259,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2
4910814,197287,53218,14896,9,3,0,0.040173991521568524,0.010836899951820614,0.0030333056800766634,5.40441971534658,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
4369260,212278,21264,18172,5,6,1,0.04858442848445732,0.004866728004284478,0.0041590566823672655,5.761021317110907,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0
1874437,322601,35671,48768,5,6,1,0.1721055442247459,0.019030247482310688,0.026017412161625064,21.715320386868164,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,2
1653907,91836,77370,2823,9,5,1,0.05552670131996539,0.04678013939115077,0.001706867435714342,10.40137081468305,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
4683280,311330,3357,5110,10,0,0,0.06647691361609812,0.0007168053159324234,0.0010911156283630275,6.828483456039357,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
1365655,156164,84930,18303,3,1,0,0.11435098908582329,0.06218993816154153,0.013402360039687915,18.994328728705273,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
2342195,91944,89578,44440,3,3,0,0.039255484705586,0.03824532116241389,0.018973655054340052,9.647446092233993,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
4977438,8731,4500,46045,7,4,0,0.0017541152697431893,0.0009040795686455562,0.009250743052952141,1.1908937891340887,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
3005703,16688,77970,15891,11,4,0,0.005552112101561598,0.025940686754479733,0.005286949508983422,3.6779748365024756,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0
936390,368646,92202,2016,11,5,1,0.393688527216224,0.09846538301348796,0.002152949091724602,49.43068593214366,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2
1855796,158156,6423,20518,7,5,1,0.08522272922239298,0.00346104852041927,0.011056172122366897,9.973994986517914,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
48908,205884,37256,14618,6,3,0,4.209618058395354,0.7617567678089474,0.29888770753251004,527.0262533736811,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2
1367820,10794,7617,36639,7,5,1,0.007891389217879546,0.005568715181822169,0.026786419265692855,4.024652366539457,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0
4499253,469481,89583,41549,9,2,0,0.10434643261892586,0.019910638499324222,0.009234644062025408,13.349171518027546,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1
4510477,274631,82143,13932,1,0,0,0.06088735182553863,0.01821159934969184,0.00308880856725353,8.2187759742484,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
4380015,355402,41860,42729,3,3,0,0.08114173124977883,0.009557044895964968,0.009755446042993004,10.04542221887368,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1
943395,402996,18661,11999,3,3,0,0.4271763153292099,0.01978068571489143,0.012718956534643494,45.967595757874484,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
3961278,49656,93072,23952,9,5,1,0.012535348440579025,0.023495447681278616,0.006046533467229515,4.207732958908716,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0
4080112,171609,17994,41339,10,0,0,0.042059874826965535,0.0044101730540730254,0.010131829714478426,5.6601877595516985,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0
3934142,380972,42858,26194,3,0,0,0.09683737902698987,0.010893861990746647,0.0066581226605445356,11.438936367828106,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1
272327,274271,56073,17526,12,2,0,1.0071384769046037,0.20590319725917738,0.06435645382205951,127.73981279858407,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,2
1600237,325368,62818,25686,6,4,0,0.20332488250177944,0.03925543528864787,0.016051372390464662,25.863169018089195,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,2
2212857,74624,24137,35546,11,1,0,0.033722920188697235,0.010907618522118691,0.016063396776203793,6.069393548701972,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
4711157,313821,86074,36395,4,5,1,0.06661229927170756,0.018270246565758687,0.007725278524999273,9.260782436246553,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
2747788,422463,21545,40997,8,0,0,0.15374657724686183,0.00784085235105474,0.01492000110634445,17.650743070426103,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1
2081426,225061,67840,28774,5,0,0,0.10812827359704356,0.03259303957959591,0.013824176309895235,15.454548948653471,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
2258494,159509,25505,8605,1,5,1,0.07062626688403865,0.011292923514518967,0.003810061040675778,8.57292514392334,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
1357850,472399,90644,33331,11,6,1,0.3479021983282395,0.06675553264351733,0.024546893986817395,43.92046249585742,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2
392337,332566,43169,45161,9,6,1,0.8476539301671777,0.11003040753230003,0.11510767528935584,107.27920129888335,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2
4006009,491965,60534,31438,1,4,0,0.12280676353947283,0.015110799800998949,0.007847710776486024,14.57652741169578,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
3934991,389693,81891,32967,8,4,0,0.09903275509397608,0.020810975171226567,0.00837790988594383,12.822164015114648,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
2824818,34126,53516,29452,6,3,0,0.012080778301469334,0.018944937337555905,0.010426158428613807,4.145187406763904,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
197986,184395,9408,7599,10,6,1,0.9313537320820664,0.04751851140989767,0.038381501722344,101.7253745214308,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
2291491,474568,83894,6150,12,1,0,0.20710009334533716,0.03661109731611427,0.002683842092332023,24.639503275378345,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2
3525573,40967,4121,26381,5,2,0,0.011619955110842975,0.0011688880077082506,0.007482755285452889,2.0271598404004116,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
866896,122451,79602,25491,4,4,0,0.1412522378693638,0.09182416345213266,0.0294049113157749,26.24813126372714,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2
4104535,331535,60374,13314,10,1,0,0.0807728524668446,0.014709096158273715,0.003243729192222749,9.872567781734107,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1
2601441,93254,55921,48758,2,3,0,0.035847055535758836,0.02149616308807311,0.018742689148052945,7.608590777188488,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0
1142030,212596,72334,18,12,1,0,0.18615623057187639,0.06333809094332023,1.5761407318546798e-05,24.951008292251515,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,2
2969591,358102,26688,8128,12,0,0,0.12058967042936215,0.008987096202810421,0.00273707726080797,13.231384389298054,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1
855465,14117,73654,46422,11,3,0,0.01650213626507221,0.08609820390080249,0.05426522417632516,15.686556434219986,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
4453459,376054,36502,19620,5,4,0,0.08444088067275347,0.00819632559769833,0.004405564304061181,9.704277057451298,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,1
1059696,75851,99754,47614,6,5,1,0.07157807522157297,0.09413454424665187,0.0449317540124715,21.064437348069635,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2
581577,341805,67524,485,1,3,0,0.5877209724593648,0.11610500415250259,0.0008339394439601291,70.46599160558276,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2
4226427,421149,53769,27804,2,5,1,0.09964658090628326,0.01272209362660233,0.006578606468300529,11.894728100118611,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
485214,50577,92342,43775,5,0,0,0.10423648122271822,0.19031190361366324,0.09021792446219606,38.476630929857755,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2
1419701,68719,98115,36515,1,2,0,0.048403854050958615,0.06910962237823316,0.025720204465588176,14.323368089477995,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
4378457,136878,89273,41624,12,2,0,0.03126169789951117,0.020389146222059507,0.009506545342343204,6.115738946391389,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
3647159,216783,79133,7687,6,6,1,0.05943886734853073,0.02169716209246704,0.002107667913573277,8.324369735457104,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
1750105,125485,942,20317,5,0,0,0.07170141220098222,0.0005382534190805694,0.011609017744649607,8.384868336471241,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0
1796369,145118,68421,16720,5,4,0,0.08078407053339264,0.038088499634540564,0.00930766451658874,12.818023468452195,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1
1535141,15408,23087,23147,5,1,0,0.010036863063392874,0.015039009446037855,0.015078093803761348,4.0153966313192075,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0
612594,132163,29340,40557,8,1,0,0.2157432165512558,0.047894690447506834,0.06620534970959559,32.98432567083582,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
4219632,171996,5043,3436,1,3,0,0.04076090047662924,0.0011951279163680624,0.0008142890185684439,4.277031741156575,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
3994554,241425,99422,41307,11,0,0,0.060438537068218376,0.02488938690026471,0.01034082903873624,9.566875300721932,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,1
4290853,211176,66264,14337,7,6,1,0.0492153891079466,0.01544308322843966,0.0033412936775042163,6.799976601389048,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0
284772,338933,22771,18899,8,6,1,1.1901907490905004,0.07996221538634417,0.0663653730001545,133.65183374769992,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
4637078,219517,5831,32657,8,1,0,0.047339509924137574,0.0012574729172120892,0.00704258155674759,5.563956439809726,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
3315125,62336,79392,42892,3,2,0,0.018803514196297274,0.023948418234606538,0.012938275328984578,5.5690207759888395,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0
4357287,106179,4262,12978,10,5,1,0.024368144673508996,0.0009781315759095051,0.002978458843771365,2.832473509318987,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0
907386,52457,77192,32870,10,2,0,0.057811118972521065,0.0850707416689259,0.036224936245434686,17.910679688688166,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1
1908555,194688,34182,3500,12,2,0,0.10200806369216502,0.01790988470334887,0.0018338481206986437,12.175179651621253,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1
3074269,18233,37713,28599,12,1,0,0.005930840794998746,0.012267306471879982,0.009302699275827848,2.750084654270658,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0
4067125,190686,12963,11560,10,5,1,0.04688471586194179,0.003187263730522175,0.0028423026093370623,5.291428220180102,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0
1173157,137342,95328,47250,3,0,0,0.11707043473294708,0.08125766627996082,0.04027593919654403,23.860404020945193,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2
2141884,23466,66627,40003,7,2,0,0.01095577538279384,0.0311067266014406,0.01867654830980576,6.0739050294040196,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
4567233,66980,96596,49121,7,4,0,0.01466533456909249,0.02114978587691935,0.010755089569549002,4.6570210015560844,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
506074,69145,31191,43362,3,4,0,0.13663021613439932,0.061633278927587666,0.08568312144073792,28.39466165027249,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
3210080,195970,75414,4473,3,0,0,0.061048322783232814,0.023492872451776902,0.0013934232168668693,8.593461845187658,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
128472,444670,64311,7956,7,3,0,3.461221122112211,0.5005837847935737,0.06192789090229778,402.3732797808083,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,2
1347102,274212,15298,28342,4,4,0,0.2035569689600342,0.011356229892020056,0.02103923830563684,23.595243715769108,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2
92085,176687,5641,22316,10,5,1,1.918738122386925,0.061258619753488626,0.24234131508931964,222.23380572297336,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2
3843536,90333,10903,30677,12,6,1,0.023502576793868978,0.002836710778824499,0.00798145249582676,3.432074006852024,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0
965073,263310,39207,27324,12,1,0,0.2728394639576488,0.0406259422862312,0.02831288410306785,34.17782903469478,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,2
3096420,364521,73308,29082,5,5,1,0.11772337086054217,0.02367508283759955,0.009392136725637995,15.07905904237797,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1
2723916,1349,81918,11870,10,6,1,0.0004952428782679055,0.030073614604855657,0.004357696786538205,3.4926554269661763,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
2249678,46464,83075,5710,9,3,0,0.020653622429521026,0.036927506958773657,0.002538141013958442,6.011927040225312,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
3311289,352538,55203,5369,7,4,0,0.10646548821320036,0.016671151325058007,0.0016214229564378102,12.475806249469617,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1
3588997,241125,65026,30917,5,2,0,0.06718450865241737,0.018118153902051185,0.008614384464517524,9.391704701898608,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0
13562,11483,33641,30457,4,0,0,0.8467040259548739,2.480533844565698,2.2457602123580593,557.2998082878631,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2
3926751,302919,49216,30399,7,6,1,0.07714240093145708,0.012533516894755995,0.007741514549814847,9.741743237602792,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
2750317,59766,75524,27938,6,0,0,0.02173058596518147,0.027460107325810078,0.010158101775177189,5.934879506616873,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
4655757,383024,45530,48504,6,0,0,0.08226889848417776,0.00977929045695469,0.010418069499761264,10.24662584408937,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1
4844012,452777,44862,23870,10,3,0,0.09347148603265228,0.00926133130966645,0.004927733457307703,10.766055079962642,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
3868789,188191,4660,26605,8,6,1,0.04864338685826495,0.0012045112824710781,0.006876828899172325,5.672472703990835,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0
2517364,418305,51641,34605,11,1,0,0.16616786448046447,0.020513918527475566,0.013746522155715264,20.04283051636553,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2
1994041,310266,87995,40217,12,6,1,0.1555966000699083,0.044128982302771104,0.020168592320819884,21.989417469349927,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,2
1402998,241244,56779,14849,5,2,0,0.17194892651308127,0.04046976545939481,0.01058376419638517,22.300245616886123,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
702950,17361,62405,10538,11,5,1,0.024697346895227255,0.08877587310619532,0.014991108898214667,12.846432889963724,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
1599554,364748,16705,8949,7,6,1,0.22803106365899495,0.010443536135697826,0.005594684518309479,24.406928431300226,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,2
4600976,443617,98343,18038,5,6,1,0.09641802087209322,0.021374377958068028,0.003920472525829302,12.171287135599055,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,1
2495410,213884,16804,17614,4,6,1,0.08571096533235019,0.006733963557090819,0.007058559515270036,9.950348840471104,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,1
1838563,289125,77191,27066,4,2,0,0.15725596566448907,0.041984419353593,0.014721279608041715,21.396166462612378,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2
2920650,416403,56902,2675,5,2,0,0.14257203019875714,0.01948264941023402,0.000915892010340164,16.297057161933132,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1
1772623,361245,30503,13260,9,3,0,0.2037912178731744,0.017207832686363653,0.007480440003317118,22.847949056285515,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,2
2484315,101605,80028,36281,10,6,1,0.040898597802613595,0.032213306283623455,0.014604025656971841,8.771592974320889,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
4927173,22341,38730,42476,7,5,1,0.004534243063923268,0.007860491198502672,0.008620764888912972,2.101549915133891,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
3924183,283030,30676,43977,10,1,0,0.07212456707549061,0.00781716856731707,0.011206663909404837,9.114839955221253,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
4646060,21362,31562,19778,9,5,1,0.004597874327925167,0.0067932829106813085,0.0042569402891912715,1.5648097527797746,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
3901900,20166,30661,25363,12,0,0,0.005168251364719752,0.007857966631640996,0.006500166585509623,1.9526384581870373,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0
962137,319381,69098,38387,10,3,0,0.33194960800800716,0.07181721521986993,0.039897644514242776,44.36644677421199,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2
3859007,277223,81798,46985,5,5,1,0.0718379106334868,0.021196644629045764,0.012175411964787834,10.52099672273204,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1
3837223,140163,85932,40674,2,2,0,0.03652719688170325,0.022394320059063548,0.010599853070827524,6.952137001159432,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0
